,teamId,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,vilemawKills,riftHeraldKills,dominionVictoryScore,bans,gameId,ban1,ban2,ban3,ban4,ban5
0,100,Win,True,False,True,True,False,False,9,1,1,1,0,1,0,"[{'championId': 81, 'pickTurn': 1}, {'championId': 62, 'pickTurn': 2}, {'championId': 432, 'pickTurn': 3}, {'championId': 23, 'pickTurn': 4}, {'championId': 245, 'pickTurn': 5}]",4461839786,81,62,432,23,245
1,200,Fail,False,True,False,False,True,True,3,0,0,3,0,1,0,"[{'championId': 80, 'pickTurn': 6}, {'championId': 110, 'pickTurn': 7}, {'championId': 122, 'pickTurn': 8}, {'championId': 104, 'pickTurn': 9}, {'championId': 48, 'pickTurn': 10}]",4461839786,80,110,122,104,48
0,100,Win,True,True,True,False,True,True,10,2,0,3,0,2,0,"[{'championId': 62, 'pickTurn': 1}, {'championId': 350, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': 7, 'pickTurn': 4}, {'championId': 875, 'pickTurn': 5}]",4462375543,62,350,-1,7,875
1,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 58, 'pickTurn': 6}, {'championId': 134, 'pickTurn': 7}, {'championId': 350, 'pickTurn': 8}, {'championId': 81, 'pickTurn': 9}, {'championId': 104, 'pickTurn': 10}]",4462375543,58,134,350,81,104
0,100,Win,False,True,False,True,True,True,8,0,1,3,0,2,0,"[{'championId': 429, 'pickTurn': 1}, {'championId': 81, 'pickTurn': 2}, {'championId': 523, 'pickTurn': 3}, {'championId': 110, 'pickTurn': 4}, {'championId': 104, 'pickTurn': 5}]",4461777239,429,81,523,110,104
1,200,Fail,True,False,False,False,False,False,4,0,0,0,0,0,0,"[{'championId': 107, 'pickTurn': 6}, {'championId': 23, 'pickTurn': 7}, {'championId': 350, 'pickTurn': 8}, {'championId': 39, 'pickTurn': 9}, {'championId': 429, 'pickTurn': 10}]",4461777239,107,23,350,39,429
0,100,Fail,True,False,False,False,False,True,2,0,0,1,0,1,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 142, 'pickTurn': 2}, {'championId': 110, 'pickTurn': 3}, {'championId': 235, 'pickTurn': 4}, {'championId': 30, 'pickTurn': 5}]",4460513062,-1,142,110,235,30
1,200,Win,False,True,True,True,True,False,11,3,1,3,0,1,0,"[{'championId': 62, 'pickTurn': 6}, {'championId': 16, 'pickTurn': 7}, {'championId': 412, 'pickTurn': 8}, {'championId': 875, 'pickTurn': 9}, {'championId': 9, 'pickTurn': 10}]",4460513062,62,16,412,875,9
0,100,Win,True,True,True,True,True,True,9,2,1,2,0,2,0,"[{'championId': 81, 'pickTurn': 1}, {'championId': 432, 'pickTurn': 2}, {'championId': 134, 'pickTurn': 3}, {'championId': 60, 'pickTurn': 4}, {'championId': 62, 'pickTurn': 5}]",4459829680,81,432,134,60,62
1,200,Fail,False,False,False,False,False,False,0,0,0,2,0,0,0,"[{'championId': 91, 'pickTurn': 6}, {'championId': 80, 'pickTurn': 7}, {'championId': 350, 'pickTurn': 8}, {'championId': 60, 'pickTurn': 9}, {'championId': 104, 'pickTurn': 10}]",4459829680,91,80,350,60,104
0,100,Win,False,True,True,True,True,True,8,1,1,2,0,2,0,"[{'championId': 429, 'pickTurn': 1}, {'championId': 24, 'pickTurn': 2}, {'championId': 62, 'pickTurn': 3}, {'championId': 110, 'pickTurn': 4}, {'championId': 421, 'pickTurn': 5}]",4460765962,429,24,62,110,421
1,200,Fail,True,False,False,False,False,False,5,0,0,1,0,0,0,"[{'championId': 60, 'pickTurn': 6}, {'championId': 523, 'pickTurn': 7}, {'championId': 62, 'pickTurn': 8}, {'championId': 25, 'pickTurn': 9}, {'championId': 157, 'pickTurn': 10}]",4460765962,60,523,62,25,157
0,100,Win,True,False,False,True,True,True,5,1,2,3,0,2,0,"[{'championId': 126, 'pickTurn': 1}, {'championId': 60, 'pickTurn': 2}, {'championId': 55, 'pickTurn': 3}, {'championId': 134, 'pickTurn': 4}, {'championId': 350, 'pickTurn': 5}]",4460793461,126,60,55,134,350
1,200,Fail,False,True,True,False,False,False,5,1,0,1,0,0,0,"[{'championId': 76, 'pickTurn': 6}, {'championId': -1, 'pickTurn': 7}, {'championId': 7, 'pickTurn': 8}, {'championId': 4, 'pickTurn': 9}, {'championId': 523, 'pickTurn': 10}]",4460793461,76,-1,7,4,523
0,100,Fail,True,True,False,False,True,True,1,0,0,1,0,1,0,"[{'championId': 76, 'pickTurn': 1}, {'championId': 104, 'pickTurn': 2}, {'championId': 60, 'pickTurn': 3}, {'championId': 523, 'pickTurn': 4}, {'championId': 110, 'pickTurn': 5}]",4459312143,76,104,60,523,110
1,200,Win,False,False,False,False,False,False,4,0,0,1,0,1,0,"[{'championId': 81, 'pickTurn': 6}, {'championId': -1, 'pickTurn': 7}, {'championId': 110, 'pickTurn': 8}, {'championId': 58, 'pickTurn': 9}, {'championId': 429, 'pickTurn': 10}]",4459312143,81,-1,110,58,429
0,100,Fail,False,False,False,False,False,False,0,0,0,1,0,0,0,"[{'championId': 142, 'pickTurn': 1}, {'championId': 110, 'pickTurn': 2}, {'championId': 429, 'pickTurn': 3}, {'championId': 126, 'pickTurn': 4}, {'championId': 60, 'pickTurn': 5}]",4459215825,142,110,429,126,60
1,200,Win,True,True,True,False,True,True,7,1,0,1,0,2,0,"[{'championId': 429, 'pickTurn': 6}, {'championId': 421, 'pickTurn': 7}, {'championId': 76, 'pickTurn': 8}, {'championId': 350, 'pickTurn': 9}, {'championId': 23, 'pickTurn': 10}]",4459215825,429,421,76,350,23
0,100,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 80, 'pickTurn': 1}, {'championId': 350, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': 523, 'pickTurn': 4}, {'championId': 24, 'pickTurn': 5}]",4462227984,80,350,-1,523,24
1,200,Win,True,True,False,False,True,True,3,0,0,1,0,1,0,"[{'championId': 81, 'pickTurn': 6}, {'championId': 76, 'pickTurn': 7}, {'championId': 80, 'pickTurn': 8}, {'championId': 7, 'pickTurn': 9}, {'championId': 432, 'pickTurn': 10}]",4462227984,81,76,80,7,432
0,100,Fail,False,True,False,True,True,False,3,0,1,4,0,0,0,"[{'championId': 81, 'pickTurn': 1}, {'championId': 48, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': 80, 'pickTurn': 4}, {'championId': 142, 'pickTurn': 5}]",4462137815,81,48,-1,80,142
1,200,Win,True,False,True,False,False,True,7,2,1,1,0,2,0,"[{'championId': 76, 'pickTurn': 6}, {'championId': 81, 'pickTurn': 7}, {'championId': 245, 'pickTurn': 8}, {'championId': 104, 'pickTurn': 9}, {'championId': 62, 'pickTurn': 10}]",4462137815,76,81,245,104,62
0,100,Win,False,True,False,False,True,True,6,0,0,2,0,2,0,"[{'championId': 266, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 106, 'pickTurn': 4}, {'championId': 421, 'pickTurn': 5}]",4461358914,266,-1,81,106,421
1,200,Fail,True,False,False,False,False,False,1,0,0,1,0,0,0,"[{'championId': 523, 'pickTurn': 6}, {'championId': 104, 'pickTurn': 7}, {'championId': 23, 'pickTurn': 8}, {'championId': 7, 'pickTurn': 9}, {'championId': 421, 'pickTurn': 10}]",4461358914,523,104,23,7,421
0,100,Fail,False,False,False,False,False,True,2,0,0,0,0,1,0,"[{'championId': 62, 'pickTurn': 1}, {'championId': 76, 'pickTurn': 2}, {'championId': 350, 'pickTurn': 3}, {'championId': 58, 'pickTurn': 4}, {'championId': 81, 'pickTurn': 5}]",4461342072,62,76,350,58,81
1,200,Win,True,True,True,True,True,False,7,1,1,2,0,1,0,"[{'championId': 421, 'pickTurn': 6}, {'championId': 81, 'pickTurn': 7}, {'championId': 126, 'pickTurn': 8}, {'championId': 134, 'pickTurn': 9}, {'championId': 412, 'pickTurn': 10}]",4461342072,421,81,126,134,412
0,100,Win,False,True,True,False,False,True,8,1,0,1,0,2,0,"[{'championId': 412, 'pickTurn': 1}, {'championId': 110, 'pickTurn': 2}, {'championId': 80, 'pickTurn': 3}, {'championId': 58, 'pickTurn': 4}, {'championId': 76, 'pickTurn': 5}]",4461206176,412,110,80,58,76
1,200,Fail,True,False,False,False,True,False,2,0,0,1,0,0,0,"[{'championId': 104, 'pickTurn': 6}, {'championId': 245, 'pickTurn': 7}, {'championId': 62, 'pickTurn': 8}, {'championId': 58, 'pickTurn': 9}, {'championId': 517, 'pickTurn': 10}]",4461206176,104,245,62,58,517
0,100,Fail,True,True,False,False,False,True,4,0,0,1,0,2,0,"[{'championId': 86, 'pickTurn': 1}, {'championId': 142, 'pickTurn': 2}, {'championId': 110, 'pickTurn': 3}, {'championId': 104, 'pickTurn': 4}, {'championId': 39, 'pickTurn': 5}]",4460454290,86,142,110,104,39
1,200,Win,False,False,True,True,True,False,8,1,1,2,0,0,0,"[{'championId': 432, 'pickTurn': 6}, {'championId': 134, 'pickTurn': 7}, {'championId': 110, 'pickTurn': 8}, {'championId': 421, 'pickTurn': 9}, {'championId': 126, 'pickTurn': 10}]",4460454290,432,134,110,421,126
0,100,Fail,True,True,False,False,True,True,3,0,0,2,0,2,0,"[{'championId': 104, 'pickTurn': 1}, {'championId': 43, 'pickTurn': 2}, {'championId': 30, 'pickTurn': 3}, {'championId': 875, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4462325489,104,43,30,875,-1
1,200,Win,False,False,True,True,False,False,9,1,1,1,0,0,0,"[{'championId': 142, 'pickTurn': 6}, {'championId': 432, 'pickTurn': 7}, {'championId': 412, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': 4, 'pickTurn': 10}]",4462325489,142,432,412,-1,4
0,100,Fail,True,True,False,False,False,True,1,0,0,0,0,1,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 142, 'pickTurn': 2}, {'championId': 875, 'pickTurn': 3}, {'championId': 412, 'pickTurn': 4}, {'championId': 7, 'pickTurn': 5}]",4462216913,-1,142,875,412,7
1,200,Win,False,False,True,True,True,False,8,1,1,3,0,1,0,"[{'championId': 142, 'pickTurn': 6}, {'championId': 4, 'pickTurn': 7}, {'championId': 110, 'pickTurn': 8}, {'championId': 523, 'pickTurn': 9}, {'championId': 350, 'pickTurn': 10}]",4462216913,142,4,110,523,350
0,100,Win,False,True,True,True,True,True,8,1,2,4,0,2,0,"[{'championId': 142, 'pickTurn': 1}, {'championId': 80, 'pickTurn': 2}, {'championId': 555, 'pickTurn': 3}, {'championId': 350, 'pickTurn': 4}, {'championId': 62, 'pickTurn': 5}]",4462078097,142,80,555,350,62
1,200,Fail,True,False,False,False,False,False,5,0,0,1,0,0,0,"[{'championId': 62, 'pickTurn': 6}, {'championId': 350, 'pickTurn': 7}, {'championId': 58, 'pickTurn': 8}, {'championId': 91, 'pickTurn': 9}, {'championId': 432, 'pickTurn': 10}]",4462078097,62,350,58,91,432
0,100,Win,True,True,False,False,False,True,4,0,0,1,0,1,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 80, 'pickTurn': 2}, {'championId': 58, 'pickTurn': 3}, {'championId': 62, 'pickTurn': 4}, {'championId': 350, 'pickTurn': 5}]",4462053768,-1,80,58,62,350
1,200,Fail,False,False,False,False,True,False,0,0,0,1,0,0,0,"[{'championId': 4, 'pickTurn': 6}, {'championId': 80, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 432, 'pickTurn': 9}, {'championId': 58, 'pickTurn': 10}]",4462053768,4,80,81,432,58
0,100,Fail,False,False,False,False,False,False,1,0,0,0,0,0,0,"[{'championId': 350, 'pickTurn': 1}, {'championId': 64, 'pickTurn': 2}, {'championId': 517, 'pickTurn': 3}, {'championId': 43, 'pickTurn': 4}, {'championId': 104, 'pickTurn': 5}]",4461977457,350,64,517,43,104
1,200,Win,True,True,True,False,True,False,9,2,0,3,0,0,0,"[{'championId': 62, 'pickTurn': 6}, {'championId': -1, 'pickTurn': 7}, {'championId': 104, 'pickTurn': 8}, {'championId': 76, 'pickTurn': 9}, {'championId': 110, 'pickTurn': 10}]",4461977457,62,-1,104,76,110
0,100,Win,True,True,True,False,True,True,6,1,0,2,0,1,0,"[{'championId': 875, 'pickTurn': 1}, {'championId': 142, 'pickTurn': 2}, {'championId': 421, 'pickTurn': 3}, {'championId': 157, 'pickTurn': 4}, {'championId': 58, 'pickTurn': 5}]",4462258663,875,142,421,157,58
1,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 62, 'pickTurn': 6}, {'championId': 523, 'pickTurn': 7}, {'championId': 104, 'pickTurn': 8}, {'championId': 4, 'pickTurn': 9}, {'championId': 142, 'pickTurn': 10}]",4462258663,62,523,104,4,142
0,100,Fail,True,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 421, 'pickTurn': 1}, {'championId': 350, 'pickTurn': 2}, {'championId': 245, 'pickTurn': 3}, {'championId': 119, 'pickTurn': 4}, {'championId': 48, 'pickTurn': 5}]",4462291070,421,350,245,119,48
1,200,Win,False,True,False,False,True,True,6,0,0,2,0,2,0,"[{'championId': -1, 'pickTurn': 6}, {'championId': 523, 'pickTurn': 7}, {'championId': 60, 'pickTurn': 8}, {'championId': 4, 'pickTurn': 9}, {'championId': 76, 'pickTurn': 10}]",4462291070,-1,523,60,4,76
0,100,Fail,False,False,False,False,True,False,0,0,0,1,0,0,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 245, 'pickTurn': 2}, {'championId': 43, 'pickTurn': 3}, {'championId': 81, 'pickTurn': 4}, {'championId': 4, 'pickTurn': 5}]",4462166540,-1,245,43,81,4
1,200,Win,True,True,True,False,False,True,8,1,0,1,0,2,0,"[{'championId': 106, 'pickTurn': 6}, {'championId': 3, 'pickTurn': 7}, {'championId': 142, 'pickTurn': 8}, {'championId': 523, 'pickTurn': 9}, {'championId': 104, 'pickTurn': 10}]",4462166540,106,3,142,523,104
0,100,Win,True,True,False,False,True,True,4,0,0,2,0,1,0,"[{'championId': 157, 'pickTurn': 1}, {'championId': 142, 'pickTurn': 2}, {'championId': 104, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 110, 'pickTurn': 5}]",4457240655,157,142,104,-1,110
1,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 43, 'pickTurn': 6}, {'championId': 142, 'pickTurn': 7}, {'championId': 126, 'pickTurn': 8}, {'championId': 350, 'pickTurn': 9}, {'championId': 421, 'pickTurn': 10}]",4457240655,43,142,126,350,421
0,100,Win,True,True,True,False,True,False,10,1,0,2,0,0,0,"[{'championId': 126, 'pickTurn': 1}, {'championId': 134, 'pickTurn': 2}, {'championId': 104, 'pickTurn': 3}, {'championId': 429, 'pickTurn': 4}, {'championId': 110, 'pickTurn': 5}]",4462397301,126,134,104,429,110
1,200,Fail,False,False,False,False,False,True,1,0,0,0,0,1,0,"[{'championId': 104, 'pickTurn': 6}, {'championId': 245, 'pickTurn': 7}, {'championId': 58, 'pickTurn': 8}, {'championId': 110, 'pickTurn': 9}, {'championId': 523, 'pickTurn': 10}]",4462397301,104,245,58,110,523
0,100,Win,False,True,False,False,True,True,5,0,0,1,0,1,0,"[{'championId': 80, 'pickTurn': 1}, {'championId': 76, 'pickTurn': 2}, {'championId': 429, 'pickTurn': 3}, {'championId': 110, 'pickTurn': 4}, {'championId': 62, 'pickTurn': 5}]",4462353058,80,76,429,110,62
1,200,Fail,True,False,False,False,False,False,0,0,0,1,0,0,0,"[{'championId': 58, 'pickTurn': 6}, {'championId': 76, 'pickTurn': 7}, {'championId': 7, 'pickTurn': 8}, {'championId': 412, 'pickTurn': 9}, {'championId': -1, 'pickTurn': 10}]",4462353058,58,76,7,412,-1
0,100,Win,False,True,False,False,True,True,2,0,0,2,0,2,0,"[{'championId': 163, 'pickTurn': 1}, {'championId': 104, 'pickTurn': 2}, {'championId': 4, 'pickTurn': 3}, {'championId': 875, 'pickTurn': 4}, {'championId': 126, 'pickTurn': 5}]",4462278458,163,104,4,875,126
1,200,Fail,True,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 110, 'pickTurn': 6}, {'championId': 875, 'pickTurn': 7}, {'championId': 80, 'pickTurn': 8}, {'championId': 104, 'pickTurn': 9}, {'championId': 58, 'pickTurn': 10}]",4462278458,110,875,80,104,58
0,100,Win,False,True,False,False,True,False,1,0,0,1,0,0,0,"[{'championId': 23, 'pickTurn': 1}, {'championId': 110, 'pickTurn': 2}, {'championId': 80, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 76, 'pickTurn': 5}]",4462243916,23,110,80,-1,76
1,200,Fail,True,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 58, 'pickTurn': 6}, {'championId': 105, 'pickTurn': 7}, {'championId': 110, 'pickTurn': 8}, {'championId': 421, 'pickTurn': 9}, {'championId': -1, 'pickTurn': 10}]",4462243916,58,105,110,421,-1
0,100,Win,False,True,False,False,True,True,3,0,0,2,0,1,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 81, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 555, 'pickTurn': 5}]",4462119274,-1,81,-1,-1,555
1,200,Fail,True,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 110, 'pickTurn': 6}, {'championId': 76, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': 7, 'pickTurn': 9}, {'championId': -1, 'pickTurn': 10}]",4462119274,110,76,-1,7,-1
0,100,Win,True,True,True,True,False,True,8,1,1,3,0,2,0,"[{'championId': 142, 'pickTurn': 1}, {'championId': 81, 'pickTurn': 2}, {'championId': 4, 'pickTurn': 3}, {'championId': 43, 'pickTurn': 4}, {'championId': 523, 'pickTurn': 5}]",4462328569,142,81,4,43,523
1,200,Fail,False,False,False,False,True,False,2,0,0,1,0,0,0,"[{'championId': 81, 'pickTurn': 6}, {'championId': 30, 'pickTurn': 7}, {'championId': 134, 'pickTurn': 8}, {'championId': 58, 'pickTurn': 9}, {'championId': 18, 'pickTurn': 10}]",4462328569,81,30,134,58,18
0,100,Fail,True,False,False,False,False,True,3,0,0,1,0,2,0,"[{'championId': 80, 'pickTurn': 1}, {'championId': 523, 'pickTurn': 2}, {'championId': 245, 'pickTurn': 3}, {'championId': 105, 'pickTurn': 4}, {'championId': 62, 'pickTurn': 5}]",4461470232,80,523,245,105,62
1,200,Win,False,True,False,False,True,False,5,0,0,2,0,0,0,"[{'championId': 69, 'pickTurn': 6}, {'championId': -1, 'pickTurn': 7}, {'championId': 110, 'pickTurn': 8}, {'championId': 81, 'pickTurn': 9}, {'championId': 23, 'pickTurn': 10}]",4461470232,69,-1,110,81,23
0,100,Fail,True,False,False,False,True,False,0,0,0,1,0,0,0,"[{'championId': 412, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 432, 'pickTurn': 4}, {'championId': 62, 'pickTurn': 5}]",4461269704,412,-1,81,432,62
1,200,Win,False,True,True,False,False,True,7,1,0,1,0,1,0,"[{'championId': 245, 'pickTurn': 6}, {'championId': 523, 'pickTurn': 7}, {'championId': 429, 'pickTurn': 8}, {'championId': 86, 'pickTurn': 9}, {'championId': 81, 'pickTurn': 10}]",4461269704,245,523,429,86,81
0,100,Win,True,True,False,False,False,True,3,0,0,0,0,1,0,"[{'championId': 104, 'pickTurn': 1}, {'championId': 245, 'pickTurn': 2}, {'championId': 76, 'pickTurn': 3}, {'championId': 412, 'pickTurn': 4}, {'championId': 43, 'pickTurn': 5}]",4461225547,104,245,76,412,43
1,200,Fail,False,False,False,False,True,False,1,0,0,1,0,0,0,"[{'championId': 81, 'pickTurn': 6}, {'championId': 62, 'pickTurn': 7}, {'championId': 64, 'pickTurn': 8}, {'championId': 76, 'pickTurn': 9}, {'championId': 350, 'pickTurn': 10}]",4461225547,81,62,64,76,350
0,100,Fail,True,False,False,False,True,True,3,0,0,1,0,1,0,"[{'championId': 110, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 412, 'pickTurn': 3}, {'championId': 4, 'pickTurn': 4}, {'championId': 60, 'pickTurn': 5}]",4461159909,110,-1,412,4,60
1,200,Win,False,True,True,True,False,False,9,2,1,2,0,0,0,"[{'championId': 120, 'pickTurn': 6}, {'championId': 81, 'pickTurn': 7}, {'championId': 91, 'pickTurn': 8}, {'championId': 80, 'pickTurn': 9}, {'championId': 350, 'pickTurn': 10}]",4461159909,120,81,91,80,350
0,100,Fail,False,False,False,False,False,False,1,0,0,1,0,0,0,"[{'championId': 134, 'pickTurn': 1}, {'championId': 110, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': 245, 'pickTurn': 4}, {'championId': 25, 'pickTurn': 5}]",4462360776,134,110,-1,245,25
1,200,Win,True,True,True,True,True,True,7,1,1,2,0,2,0,"[{'championId': 80, 'pickTurn': 6}, {'championId': 421, 'pickTurn': 7}, {'championId': 142, 'pickTurn': 8}, {'championId': 412, 'pickTurn': 9}, {'championId': 24, 'pickTurn': 10}]",4462360776,80,421,142,412,24
0,100,Fail,True,True,False,False,False,True,3,0,0,0,0,1,0,"[{'championId': 60, 'pickTurn': 1}, {'championId': 517, 'pickTurn': 2}, {'championId': 104, 'pickTurn': 3}, {'championId': 62, 'pickTurn': 4}, {'championId': 497, 'pickTurn': 5}]",4461980162,60,517,104,62,497
1,200,Win,False,False,False,False,True,False,1,0,0,2,0,0,0,"[{'championId': 91, 'pickTurn': 6}, {'championId': 421, 'pickTurn': 7}, {'championId': 105, 'pickTurn': 8}, {'championId': 157, 'pickTurn': 9}, {'championId': 104, 'pickTurn': 10}]",4461980162,91,421,105,157,104
0,100,Fail,False,False,False,False,False,False,2,0,0,0,0,0,0,"[{'championId': 76, 'pickTurn': 1}, {'championId': 53, 'pickTurn': 2}, {'championId': 235, 'pickTurn': 3}, {'championId': 62, 'pickTurn': 4}, {'championId': 516, 'pickTurn': 5}]",4461865037,76,53,235,62,516
1,200,Win,True,True,False,False,True,True,6,0,0,2,0,2,0,"[{'championId': 11, 'pickTurn': 6}, {'championId': 245, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 421, 'pickTurn': 9}, {'championId': 25, 'pickTurn': 10}]",4461865037,11,245,81,421,25
0,100,Win,True,True,True,True,True,False,9,1,1,4,0,1,0,"[{'championId': 142, 'pickTurn': 1}, {'championId': 245, 'pickTurn': 2}, {'championId': 105, 'pickTurn': 3}, {'championId': 81, 'pickTurn': 4}, {'championId': 104, 'pickTurn': 5}]",4460712027,142,245,105,81,104
1,200,Fail,False,False,False,False,False,True,3,0,0,0,0,1,0,"[{'championId': 134, 'pickTurn': 6}, {'championId': 76, 'pickTurn': 7}, {'championId': 110, 'pickTurn': 8}, {'championId': 7, 'pickTurn': 9}, {'championId': 236, 'pickTurn': 10}]",4460712027,134,76,110,7,236
0,100,Fail,True,True,False,False,True,True,2,0,0,1,0,1,0,"[{'championId': 110, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 104, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 142, 'pickTurn': 5}]",4460679039,110,-1,104,-1,142
1,200,Win,False,False,True,True,False,False,9,1,1,2,0,0,0,"[{'championId': 62, 'pickTurn': 6}, {'championId': -1, 'pickTurn': 7}, {'championId': 39, 'pickTurn': 8}, {'championId': 110, 'pickTurn': 9}, {'championId': 4, 'pickTurn': 10}]",4460679039,62,-1,39,110,4
